mean,system:index,ENGTYPE_1,GID_0,NL_NAME_1,HASC_1,CC_1,GID_1,NAME_0,TYPE_1,VARNAME_1,NAME_1
0.28914950508716497,0,State,NGA,,NG.AB,,NGA.1_1,Nigeria,State,,Abia
0.0030860289107408623,1,State,NGA,,NG.AD,,NGA.2_1,Nigeria,State,,Adamawa
1.26485355932923,2,State,NGA,,NG.AK,,NGA.3_1,Nigeria,State,,Akwa Ibom
0.3163598340338962,3,State,NGA,,NG.AN,,NGA.4_1,Nigeria,State,,Anambra
0.001258745068501461,4,State,NGA,,NG.BA,,NGA.5_1,Nigeria,State,,Bauchi
2.289360565540069,5,State,NGA,,NG.BY,,NGA.6_1,Nigeria,State,,Bayelsa
0.025092929158228056,6,State,NGA,,NG.BE,,NGA.7_1,Nigeria,State,,Benue
9.330887184446533E-4,7,State,NGA,,NG.BO,,NGA.8_1,Nigeria,State,,Borno
0.037317450766232343,8,State,NGA,,NG.CR,,NGA.9_1,Nigeria,State,,Cross River
2.02547951742728,9,State,NGA,,NG.DE,,NGA.10_1,Nigeria,State,,Delta
0.04159709398215694,10,State,NGA,,NG.EB,,NGA.11_1,Nigeria,State,,Ebonyi
0.3900163233229182,11,State,NGA,,NG.ED,,NGA.12_1,Nigeria,State,,Edo
0.0638112618256161,12,State,NGA,,NG.EK,,NGA.13_1,Nigeria,State,,Ekiti
0.2068273343587644,13,State,NGA,,NG.EN,,NGA.14_1,Nigeria,State,,Enugu
0.8696203442785589,14,State,NGA,,NG.FC,,NGA.15_1,Nigeria,State,Abuja,Federal Capital Territory
0.03415597678126861,15,State,NGA,,NG.GO,,NGA.16_1,Nigeria,State,,Gombe
0.9366776030848777,16,State,NGA,,NG.IM,,NGA.17_1,Nigeria,State,,Imo
0.05626763972009736,17,State,NGA,,NG.JI,,NGA.18_1,Nigeria,State,,Jigawa
0.07456452131862322,18,State,NGA,,NG.KD,,NGA.19_1,Nigeria,State,,Kaduna
0.19980388890767756,19,State,NGA,,NG.KN,,NGA.20_1,Nigeria,State,,Kano
0.04483721075838912,20,State,NGA,,NG.KT,,NGA.21_1,Nigeria,State,,Katsina
0.024580122574393785,21,State,NGA,,NG.KE,,NGA.22_1,Nigeria,State,,Kebbi
0.031647536424816956,22,State,NGA,,NG.KO,,NGA.23_1,Nigeria,State,,Kogi
0.03163288794928865,23,State,NGA,,NG.KW,,NGA.24_1,Nigeria,State,,Kwara
2.8929894308959696,24,State,NGA,,NG.LA,,NGA.25_1,Nigeria,State,,Lagos
0.03796195382489848,25,State,NGA,,NG.NA,,NGA.26_1,Nigeria,State,,Nassarawa
0.020561144475820952,26,State,NGA,,NG.NI,,NGA.27_1,Nigeria,State,,Niger
0.2738232396968025,27,State,NGA,,NG.OG,,NGA.28_1,Nigeria,State,,Ogun
0.04991758567254803,28,State,NGA,,NG.ON,,NGA.29_1,Nigeria,State,,Ondo
0.150673922397321,29,State,NGA,,NG.OS,,NGA.30_1,Nigeria,State,,Osun
0.07325515487206885,30,State,NGA,,NG.OY,,NGA.31_1,Nigeria,State,,Oyo
0.028806413193607258,31,State,NGA,,NG.PL,,NGA.32_1,Nigeria,State,,Plateau
4.036341140890004,32,State,NGA,,NG.RI,,NGA.33_1,Nigeria,State,,Rivers
0.01849703908350911,33,State,NGA,,NG.SO,,NGA.34_1,Nigeria,State,,Sokoto
-0.004607688820594544,34,State,NGA,,NG.TA,,NGA.35_1,Nigeria,State,,Taraba
0.004103010365541952,35,State,NGA,,NG.YO,,NGA.36_1,Nigeria,State,,Yobe
0.01706819766033679,36,State,NGA,,NG.ZA,,NGA.37_1,Nigeria,State,,Zamfara
